"时间","非耕地经风蚀进入大气的磷量","海洋飞沫进入大气的磷量","农业种植经风蚀进入大气的磷量","N2大气沉降","N3大气沉降","N4大气沉降","N7大气沉降"
"1807","310045.1499","4333.083333","22082.26789","239186.574202","3494","57280.25000000001","17319.425798"
"1808","310045.1499","4333.083333","22131.66483","239147.831504","3494","57280.25000000001","17358.168496000002"
"1809","310045.1499","4333.083333","22180.40012","239109.60775","3494","57280.25000000001","17396.39225"
"1810","310045.1499","4333.083333","22228.4214","239071.944002","3494","57280.25000000001","17434.055998"
"1811","310045.1499","4333.083333","22275.67631","239034.881324","3494","57280.25000000001","17471.118676"
"1812","310045.1499","4333.083333","22322.11251","238998.46077799998","3494","57280.25000000001","17507.539222000003"
"1813","310045.1499","4333.083333","22367.67763","238962.723426","3494","57280.25000000001","17543.276574"
"1814","310045.1499","4333.083333","22412.31933","238927.71033200005","3494","57280.25000000001","17578.289668"
"1815","310045.1499","4333.083333","22455.98524","238893.46255999993","3494","57280.25000000001","17612.53744"
"1816","310045.1499","4333.083333","22498.62301","238860.02117","3494","57280.25000000001","17645.97883"
"1817","310045.1499","4333.083333","22540.18029","238827.42722800002","3494","57280.25000000001","17678.572772000003"
"1818","310045.1499","4333.083333","22580.60471","238795.72179399998","3494","57280.25000000001","17710.278206000003"
"1819","310045.1499","4333.083333","22619.84394","238764.94593200003","3494","57280.25000000001","17741.054068"
"1820","310045.1499","4333.083333","22657.8456","238735.140706","3494","57280.25000000001","17770.859294"
"1821","310045.1499","4333.083333","22694.55735","238706.347178","3494","57280.25000000001","17799.652822"
"1822","310045.1499","4333.083333","22729.92683","238678.60640999992","3494","57280.25000000001","17827.39359"
"1823","310045.1499","4333.083333","22763.90168","238651.959466","3494","57280.25000000001","17854.040534"
"1824","310045.1499","4333.083333","22796.42955","238626.44741","3494","57280.25000000001","17879.55259"
"1825","310045.1499","4333.083333","22827.45809","238602.11130200003","3494","57280.25000000001","17903.888698"
"1826","310045.1499","4333.083333","22856.93494","238578.992206","3494","57280.25000000001","17927.007794"
"1827","310045.1499","4333.083333","22884.80774","238557.13118400003","3494","57280.25000000001","17948.868816000002"
"1828","310045.1499","4333.083333","22911.02414","238536.56930200002","3494","57280.25000000001","17969.430698"
"1829","310045.1499","4333.083333","22935.53178","238517.34762000002","3494","57280.25000000001","17988.65238"
"1830","310045.1499","4333.083333","22958.27832","238499.507202","3494","57280.25000000001","18006.492798"
"1831","310045.1499","4333.083333","22979.21139","238483.08911","3494","57280.25000000001","18022.910890000003"
"1832","310045.1499","4333.083333","22998.27863","238468.134406","3494","57280.25000000001","18037.865594"
"1833","310045.1499","4333.083333","23015.4277","238454.68415599997","3494","57280.25000000001","18051.315844"
"1834","310045.1499","4333.083333","23030.60624","238442.77942200002","3494","57280.25000000001","18063.220578"
"1835","310045.1499","4333.083333","23043.78678","238432.44174000004","3494","57280.25000000001","18073.558259999998"
"1836","310045.1499","4333.083333","23055.04144","238423.614556","3494","57280.25000000001","18082.385444"
"1837","310045.1499","4333.083333","23064.46722","238416.221788","3494","57280.25000000001","18089.778211999997"
"1838","310045.1499","4333.083333","23072.16112","238410.187356","3494","57280.25000000001","18095.812644"
"1839","310045.1499","4333.083333","23078.22015","238405.43517799999","3494","57280.25000000001","18100.564822000004"
"1840","306645.15","4333.083333","23082.7413","238401.889172","3494","57280.25000000001","18104.110827999997"
"1841","306645.15","4333.083333","23085.82159","238399.47326000003","3494","57280.25000000001","18106.526740000005"
"1842","306645.15","4333.083333","23087.55801","238398.11136","3494","57280.25000000001","18107.888639999997"
"1843","306645.15","4333.083333","23088.04758","238397.72739199997","3494","57280.25000000001","18108.272608"
"1844","306645.15","4333.083333","23087.38728","238398.245272","3494","57280.25000000001","18107.754728"
"1845","306645.15","4333.083333","23085.67412","238399.588924","3494","57280.25000000001","18106.411076"
"1846","306645.15","4333.083333","23083.00512","238401.68226200002","3494","57280.25000000001","18104.317738"
"1847","306645.15","4333.083333","23079.47726","238404.449208","3494","57280.25000000001","18101.550792000002"
"1848","306645.15","4333.083333","23075.18756","238407.81368","3494","57280.25000000001","18098.18632"
"1849","306645.15","4333.083333","23070.23301","238411.699598","3494","57280.25000000001","18094.300401999997"
"1850","306645.15","4333.083333","23064.71063","238416.030882","3494","57280.25000000001","18089.969118"
"1851","306645.15","4333.083333","23058.7174","238420.73145","3494","57280.25000000001","18085.26855"
"1852","306645.15","4333.083333","23052.35034","238425.72522","3494","57280.25000000001","18080.27478"
"1853","306645.15","4333.083333","23045.70646","238430.93611200005","3494","57280.25000000001","18075.063888"
"1854","306645.15","4333.083333","23038.88274","238436.288046","3494","57280.25000000001","18069.711954"
"1855","306645.15","4333.083333","23031.9762","238441.704942","3494","57280.25000000001","18064.295058"
"1856","306645.15","4333.083333","23025.08384","238447.110716","3494","57280.25000000001","18058.889284"
"1857","306645.15","4333.083333","23018.30266","238452.42928799996","3494","57280.25000000001","18053.570712000004"
"1858","306645.15","4333.083333","23011.72966","238457.584578","3494","57280.25000000001","18048.415422000002"
"1859","306645.15","4333.083333","23005.46185","238462.50050600004","3494","57280.25000000001","18043.499494"
"1860","306645.15","4333.083333","22999.59624","238467.10099000004","3494","57280.25000000001","18038.89901"
"1861","306645.15","4333.083333","22994.22981","238471.30994999997","3494","57280.25000000001","18034.69005"
"1862","306645.15","4333.083333","22989.45959","238475.051304","3494","57280.25000000001","18030.948696"
"1863","306645.15","4333.083333","22985.38256","238478.24897000002","3494","57280.25000000001","18027.75103"
"1864","306645.15","4333.083333","22982.09628","238480.82645","3494","57280.25000000001","18025.173550000003"
"1865","306645.15","4333.083333","22979.7004","238482.705568","3494","57280.25000000001","18023.294432"
"1866","306645.15","4333.083333","22978.29515","238483.80772799999","3494","57280.25000000001","18022.192272"
"1867","306645.15","4333.083333","22977.98073","238484.05433200003","3494","57280.25000000001","18021.945668"
"1868","306645.15","4333.083333","22978.85735","238483.366786","3494","57280.25000000001","18022.633214"
"1869","306645.15","4333.083333","22981.02522","238481.66649400003","3494","57280.25000000001","18024.333506000003"
"1870","306645.15","4333.083333","22984.58455","238478.87485999995","3494","57280.25000000001","18027.125140000004"
"1871","306645.15","4333.083333","22989.63556","238474.91329000003","3494","57280.25000000001","18031.08671"
"1872","306645.15","4333.083333","22996.27844","238469.70318600003","3494","57280.25000000001","18036.296814"
"1873","306645.15","4333.083333","23004.61341","238463.165954","3494","57280.25000000001","18042.834046"
"1874","306645.15","4333.083333","23014.74068","238455.222998","3494","57280.25000000001","18050.777002"
"1875","306645.15","4333.083333","23026.76045","238445.795722","3494","57280.25000000001","18060.204278"
"1876","306645.15","4333.083333","23040.77295","238434.80553","3494","57280.25000000001","18071.194470000002"
"1877","306645.15","4333.083333","23056.87837","238422.17382600004","3494","57280.25000000001","18083.826174"
"1878","306645.15","4333.083333","23075.17693","238407.82201600002","3494","57280.25000000001","18098.177983999998"
"1879","306645.15","4333.083333","23095.76884","238391.671502","3494","57280.25000000001","18114.328498000003"
"1880","306645.15","4333.083333","23118.7543","238373.64369","3494","57280.25000000001","18132.356310000003"
"1881","306645.15","4333.083333","23144.23352","238353.659984","3494","57280.25000000001","18152.340016000002"
"1882","306645.15","4333.083333","23172.30672","238331.641786","3494","57280.25000000001","18174.358214"
"1883","306645.15","4333.083333","23203.07411","238307.51050600002","3494","57280.25000000001","18198.489494"
"1884","306645.15","4333.083333","23236.63588","238281.187542","3494","57280.25000000001","18224.812458"
"1885","306645.15","4333.083333","23273.09227","238252.594302","3494","57280.25000000001","18253.405698000002"
"1886","306645.15","4333.083333","23312.54346","238221.652188","3494","57280.25000000001","18284.347812"
"1887","306645.15","4333.083333","23355.08968","238188.28260799995","3494","57280.25000000001","18317.717392000002"
"1888","306645.15","4333.083333","23400.83112","238152.40696199998","3494","57280.25000000001","18353.593038"
"1889","306645.15","4333.083333","23449.86801","238113.94665600001","3494","57280.25000000001","18392.053344"
"1890","306645.15","4333.083333","23502.30055","238072.823096","3494","57280.25000000001","18433.176904000004"
"1891","306645.15","4333.083333","23558.22895","238028.957684","3494","57280.25000000001","18477.042316000003"
"1892","306645.15","4333.083333","23617.75342","237982.271824","3494","57280.25000000001","18523.728176"
"1893","306645.15","4333.083333","23680.91529","237932.733102","3494","57280.25000000001","18573.266897999998"
"1894","306645.15","4333.083333","23747.52039","237880.49381400004","3494","57280.25000000001","18625.506186000002"
"1895","306645.15","4333.083333","23817.31564","237825.752436","3494","57280.25000000001","18680.247564"
"1896","306645.15","4333.083333","23890.04801","237768.707444","3494","57280.25000000001","18737.292556"
"1897","306645.15","4333.083333","23965.46442","237709.557318","3494","57280.25000000001","18796.442682"
"1898","306645.15","4333.083333","24043.31182","237648.50053199998","3494","57280.25000000001","18857.499468"
"1899","306645.15","4333.083333","24123.33716","237585.73556400003","3494","57280.25000000001","18920.264436"
"1900","305965.1499","4333.083333","24205.28737","237521.46089","3494","57280.25000000001","18984.53911"
"1901","305965.1499","4333.083333","24288.90939","237455.874986","3494","57280.25000000001","19050.125013999997"
"1902","305965.1499","4333.083333","24373.95018","237389.17633","3494","57280.25000000001","19116.823669999998"
"1903","305965.1499","4333.083333","24460.15667","237321.56339599998","3494","57280.25000000001","19184.436604000002"
"1904","305965.1499","4333.083333","24547.2758","237253.23466599995","3494","57280.25000000001","19252.765334000003"
"1905","305965.1499","4333.083333","24635.05452","237184.38861000002","3494","57280.25000000001","19321.611390000002"
"1906","305965.1499","4333.083333","24723.23977","237115.22371000002","3494","57280.25000000001","19390.77629"
"1907","305965.1499","4333.083333","24811.57849","237045.93844","3494","57280.25000000001","19460.061559999995"
"1908","305965.1499","4333.083333","24899.81762","236976.731278","3494","57280.25000000001","19529.268722"
"1909","305965.1499","4333.083333","24987.70411","236907.80070000002","3494","57280.25000000001","19598.1993"
"1910","305965.1499","4333.083333","25074.98489","236839.345182","3494","57280.25000000001","19666.654818000003"
"1911","305965.1499","4333.083333","25161.40692","236771.56320200005","3494","57280.25000000001","19734.436798000002"
"1912","267425.0002","4333.083333","25246.71712","207184.65323600004","3494","57280.25000000001","19801.346764"
"1913","267425.0002","4333.083333","25330.66246","207118.81376000002","3494","57280.25000000001","19867.186240000003"
"1914","267425.0002","4333.083333","25412.98985","207054.24325200001","3494","57280.25000000001","19931.756747999996"
"1915","267425.0002","4333.083333","25493.44626","206991.14018800002","3494","57280.25000000001","19994.859812000002"
"1916","267425.0002","4333.083333","25571.77862","206929.70304000002","3494","57280.25000000001","20056.29696"
"1917","267425.0002","4333.083333","25647.73387","206870.13030000002","3494","57280.25000000001","20115.869699999992"
"1918","267425.0002","4333.083333","25721.05896","206812.62042000002","3494","57280.25000000001","20173.37958"
"1919","267425.0002","4333.083333","25791.50082","206757.37189999994","3494","57280.25000000001","20228.6281"
"1920","267425.0002","4333.083333","25858.80641","206704.58322000003","3494","57280.25000000001","20281.41678"
"1921","267425.0002","4333.083333","25922.72265","206654.45282","3494","57280.25000000001","20331.54718"
"1922","267425.0002","4333.083333","25983.05962","206607.12972000003","3494","57280.25000000001","20378.870280000003"
"1923","267425.0002","4333.083333","26039.87978","206562.56488","3494","57280.25000000001","20423.435120000002"
"1924","267425.0002","4333.083333","26093.30875","206520.65980000002","3494","57280.25000000001","20465.3402"
"1925","267425.0002","4333.083333","26143.47213","206481.31598","3494","57280.25000000001","20504.68402"
"1926","267425.0002","4333.083333","26190.49551","206444.43490000002","3494","57280.25000000001","20541.5651"
"1927","261741.4008","4333.083333","26234.50449","206409.91804000002","3494","57280.25000000001","20576.08196"
"1928","261741.4008","4333.083333","26275.62468","206377.66692000002","3494","57280.25000000001","20608.33308"
"1929","261741.4008","4333.083333","26313.98167","206347.58300000004","3494","57280.25000000001","20638.417000000005"
"1930","261741.4008","4333.083333","26349.70106","206319.56780000002","3494","57280.25000000001","20666.432199999996"
"1931","261741.4008","4333.083333","26382.90846","206293.52278000003","3494","57280.25000000001","20692.477219999997"
"1932","261741.4008","4333.083333","26413.72946","206269.34944000002","3494","57280.25000000001","20716.650560000002"
"1933","261741.4008","4333.083333","26442.28966","206246.94928","3494","57280.25000000001","20739.050720000003"
"1934","261741.4008","4333.083333","26468.71467","206226.22380000004","3494","57280.25000000001","20759.7762"
"1935","261741.4008","4333.083333","26493.13007","206207.07445999997","3494","57280.25000000001","20778.925540000004"
"1936","261741.4008","4333.083333","26515.66149","206189.40276000003","3494","57280.25000000001","20796.59724"
"1937","267141.162","4333.083333","26536.4345","206173.1102","3494","57280.25000000001","20812.8898"
"1938","267141.162","4333.083333","26555.57471","207338.09825999997","3494","57280.25000000001","20827.90174"
"1939","267141.162","4333.083333","26573.20773","207324.26843999996","3494","57280.25000000001","20841.73156"
"1940","267141.162","4333.083333","26589.45915","207311.52224","3494","57280.25000000001","20854.47776"
"1941","267141.162","4333.083333","26604.45457","207299.76112","3494","57280.25000000001","20866.23888"
"1942","267141.162","4333.083333","26618.31959","207288.8866","3494","57280.25000000001","20877.1134"
"1943","267141.162","4333.083333","26631.17981","207278.80013999998","3494","57280.25000000001","20887.199860000004"
"1944","267141.162","4333.083333","26643.16084","207269.40326","3494","57280.25000000001","20896.596740000005"
"1945","267141.162","4333.083333","26654.38826","207260.59744","3494","57280.25000000001","20905.40256"
"1946","267141.162","4333.083333","26664.98769","170312.28415999998","3494","57280.25000000001","20913.71584"
"1947","267141.162","4333.083333","26675.08471","170304.36492000002","3494","57280.25000000001","20921.63508"
"1948","267141.162","4333.083333","26684.80494","170296.74122","3494","57280.25000000001","20929.25878"
"1949","215385.4185","4333.083333","26694.27397","318381.697626","6638.599999999999","57280.25000000001","39779.702374"
"1950","214754.37","4333.083333","26703.6174","318367.774084","6638.599999999999","57280.25000000001","39793.625916000005"
"1951","213908.9685","4333.083333","26712.93989","318353.88174000004","6638.599999999999","57280.25000000001","39807.518260000004"
"1952","212825.8815","4333.083333","27519.2685","317152.29400000005","6638.599999999999","57280.25000000001","41009.106"
"1953","212670.3315","4333.083333","27674.8185","316920.494","6638.599999999999","57280.25000000001","41240.906"
"1954","212459.7015","4333.083333","27885.4485","316606.614","6638.599999999999","57280.25000000001","41554.786"
"1955","212255.1915","4333.083333","28089.9585","316301.854","6638.599999999999","57280.25000000001","41859.546"
"1956","211829.8515","4333.083333","28515.2985","315668.01399999997","6638.599999999999","57280.25000000001","42493.386"
"1957","211828.5","4333.083333","28516.65","315666","6638.599999999999","57280.25000000001","42495.399999999994"
"1958","213085.4715","4333.083333","27259.6785","317539.13399999996","6638.599999999999","57280.25000000001","40622.266"
"1959","213677.4285","4333.083333","26667.7215","318421.266","6638.599999999999","57280.25000000001","39740.134000000005"
"1960","213605.5185","4333.083333","26739.6315","318314.10599999997","6638.599999999999","57280.25000000001","39847.29399999998"
"1961","213811.2819","4333.083333","26533.86812","318620.73377600004","6638.599999999999","57280.25000000001","39540.666224"
"1962","213356.0016","4333.083333","26989.14839","317942.27691200003","6638.599999999999","57280.25000000001","40219.12308799999"
"1963","212991.7774","4333.083333","27353.37261","317399.511398","6638.599999999999","57280.25000000001","40761.888602"
"1964","212354.385","4333.083333","27990.76503","316449.67172000004","6638.599999999999","57280.25000000001","41711.72828"
"1965","212098.3353","4333.083333","28246.81466","316068.107564","6638.599999999999","57280.25000000001","42093.29243599998"
"1966","211389.1908","4333.083333","28955.95923","315011.343106","6638.599999999999","57280.25000000001","43150.056894"
"1967","211250.0571","4333.083333","29095.09287","314804.006708","6638.599999999999","57280.25000000001","43357.393292"
"1968","211569.1175","4333.083333","28776.03246","315279.469282","6638.599999999999","57280.25000000001","42881.930717999996"
"1969","211499.5507","4333.083333","28845.59929","315175.80106400006","6638.599999999999","57280.25000000001","42985.598936"
"1970","210443.6647","4333.083333","29901.48531","313602.323854","6638.599999999999","57280.25000000001","44559.07614599999"
"1971","210072.8844","4333.083333","30272.26559","313049.7885399999","6638.599999999999","57280.25000000001","45111.611459999986"
"1972","210424.725","4333.083333","29920.42497","313574.100038","6638.599999999999","57280.25000000001","44587.299962000005"
"1973","209533.8326","4333.083333","30811.31743","312246.495596","6638.599999999999","57280.25000000001","45914.90440400001"
"1974","209157.5889","4333.083333","31187.56106","311685.81882","6638.599999999999","57280.25000000001","46475.58118"
"1975","208820.6815","4333.083333","31524.46846","311183.76073","6638.599999999999","57280.25000000001","46977.63927"
"1976","208755.4854","4333.083333","31589.66461","311086.605674","6638.599999999999","57280.25000000001","47074.79432599999"
"1977","208885.8777","4333.083333","31459.27233","311280.91574799997","6638.599999999999","57280.25000000001","46880.484252"
"1978","208083.3096","4333.083333","32261.84041","310084.931944","6638.599999999999","57280.25000000001","48076.468056000005"
"1979","207086.9742","4333.083333","33258.17579","308600.196856","6638.599999999999","57280.25000000001","49561.20314400001"
"1980","205830.2376","4333.083333","34514.91236","306727.41294999997","6638.599999999999","57280.25000000001","51433.987049999996"
"1981","205898.5776","4333.083333","34446.57236","605584.051875","13102.5","57280.25000000001","101313.44812500001"
"1982","206008.5591","4333.083333","34336.59086","605907.526875","13102.5","57280.25000000001","100989.97312499999"
"1983","206071.4676","4333.083333","34273.68236","606092.551875","13102.5","57280.25000000001","100804.94812500001"
"1984","206200.3191","4333.083333","34144.83086","606471.5268749999","13102.5","57280.25000000001","100425.973125"
"1985","206457.3591","4333.083333","33887.79086","607227.526875","13102.5","57280.25000000001","99669.97312499996"
"1986","206614.4391","4333.083333","33730.71086","607689.5268749999","13102.5","57280.25000000001","99207.97312499999"
"1987","206701.4706","4333.083333","33643.67936","607945.501875","13102.5","57280.25000000001","98951.99812500001"
"1988","206743.9791","4333.083333","33601.17086","608070.526875","13102.5","57280.25000000001","98826.97312499999"
"1989","206760.8091","4333.083333","33584.34086","608120.0268749999","13102.5","57280.25000000001","98777.473125"
"1990","206756.5506","4333.083333","33588.59936","608107.5018750001","13102.5","57280.25000000001","98789.99812499998"
"1991","206761.4976","4333.083333","33583.65236","608122.051875","13102.5","57280.25000000001","98775.448125"
"1992","206819.4591","4333.083333","33525.69086","608292.526875","13102.5","57280.25000000001","98604.973125"
"1993","206902.2576","4333.083333","33442.89236","608536.0518749999","13102.5","57280.25000000001","98361.448125"
"1994","206951.8806","4333.083333","33393.26936","608682.001875","13102.5","57280.25000000001","98215.49812500001"
"1995","206935.5096","4333.083333","33409.64036","608633.8518749997","13102.5","57280.25000000001","98263.648125"
"1996","207185.154","4333.083333","33159.996","609368.1","13102.5","57280.25000000001","97529.4"
"1997","207219.8595","4333.083333","33125.2905","609470.1749999999","13102.5","57280.25000000001","97427.325"
"1998","207286.4145","4333.083333","33058.7355","609665.925","13102.5","57280.25000000001","97231.575"
"1999","207397.7488","4333.083333","32947.4012","609993.378825","13102.5","57280.25000000001","96904.12117500001"
"2000","207643.1509","4333.083333","32701.99904","610715.149875","13102.5","57280.25000000001","96182.35012499997"
"2001","207803.1187","4333.083333","32542.03127","1222371.28665","26205","57280.25000000001","191423.71335"
"2002","208233.1023","4333.083333","32112.04767","1224900.6019499998","26205","57280.25000000001","188894.39805000002"
"2003","208880.1365","4333.083333","31465.01355","1228706.685","26205","57280.25000000001","185088.31500000003"
"2004","209121.8648","4333.083333","31223.28515","1230128.6167499998","26205","57280.25000000001","183666.38324999998"
"2005","209214.75","4333.083333","31130.4","1230675","26205","57280.25000000001","183120"
"2006","209291.25","4333.083333","31053.9","1231125","26205","57280.25000000001","182670.00000000003"
"2007","209301.45","4333.083333","31043.7","1231185","26205","57280.25000000001","182609.99999999997"
"2008","209307.57","4333.083333","31037.58","1231221","26205","57280.25000000001","182573.99999999997"
"2009","209306.55","4333.083333","31038.6","1231215","26205","57280.25000000001","182579.99999999997"
"2010","209306.55","4333.083333","31038.6","1231215","26205","57280.25000000001","182579.99999999997"
"2011","209307.57","4333.083333","31037.58","1231221","26205","57280.25000000001","182573.99999999997"
"2012","209306.55","4333.083333","31038.6","1231215","26205","57280.25000000001","182579.99999999997"