时间,养殖水产品,营养损失1,营养损失2
1600,0,1098.764744,248.4109452
1601,0,1098.764744,248.4109452
1602,0,1098.764744,248.4109452
1603,0,1098.764744,248.4109452
1604,0,1098.764744,248.4109452
1605,0,1098.764744,248.4109452
1606,0,1098.764744,248.4109452
1607,0,1098.764744,248.4109452
1608,0,1098.764744,248.4109452
1609,0,1098.764744,248.4109452
1610,0,1098.764744,248.4109452
1611,0,1098.764744,248.4109452
1612,0,1098.764744,248.4109452
1613,0,1098.764744,248.4109452
1614,0,1098.764744,248.4109452
1615,0,1098.764744,248.4109452
1616,0,1098.764744,248.4109452
1617,0,1098.764744,248.4109452
1618,0,1098.764744,248.4109452
1619,0,1098.764744,248.4109452
1620,0,1098.764744,248.4109452
1621,0,1098.764744,248.4109452
1622,0,1098.764744,248.4109452
1623,0,1098.764744,248.4109452
1624,0,1098.764744,248.4109452
1625,0,1098.764744,248.4109452
1626,0,1098.764744,248.4109452
1627,0,1098.764744,248.4109452
1628,0,1098.764744,248.4109452
1629,0,1098.764744,248.4109452
1630,0,1098.764744,248.4109452
1631,0,1098.764744,248.4109452
1632,0,1098.764744,248.4109452
1633,0,1098.764744,248.4109452
1634,0,1098.764744,248.4109452
1635,0,1098.764744,248.4109452
1636,0,1098.764744,248.4109452
1637,0,1098.764744,248.4109452
1638,0,1098.764744,248.4109452
1639,0,1098.764744,248.4109452
1640,0,1098.764744,248.4109452
1641,0,1098.764744,248.4109452
1642,0,1098.764744,248.4109452
1643,0,1098.764744,248.4109452
1644,0,1098.764744,248.4109452
1645,0,1098.764744,248.4109452
1646,0,1098.764744,248.4109452
1647,0,1098.764744,248.4109452
1648,0,1098.764744,248.4109452
1649,0,1098.764744,248.4109452
1650,0,1098.764744,248.4109452
1651,0,1098.764744,248.4109452
1652,0,1098.764744,248.4109452
1653,0,1098.764744,248.4109452
1654,0,1098.764744,248.4109452
1655,0,1098.764744,248.4109452
1656,0,1098.764744,248.4109452
1657,0,1098.764744,248.4109452
1658,0,1098.764744,248.4109452
1659,0,1098.764744,248.4109452
1660,0,1098.764744,248.4109452
1661,0,1098.764744,248.4109452
1662,0,1098.764744,248.4109452
1663,0,1098.764744,248.4109452
1664,0,1098.764744,248.4109452
1665,0,1098.764744,248.4109452
1666,0,1098.764744,248.4109452
1667,0,1098.764744,248.4109452
1668,0,1098.764744,248.4109452
1669,0,1098.764744,248.4109452
1670,0,1098.764744,248.4109452
1671,0,1098.764744,248.4109452
1672,0,1098.764744,248.4109452
1673,0,1098.764744,248.4109452
1674,0,1098.764744,248.4109452
1675,0,1098.764744,248.4109452
1676,0,1098.764744,248.4109452
1677,0,1098.764744,248.4109452
1678,0,1098.764744,248.4109452
1679,0,1098.764744,248.4109452
1680,0,1098.764744,248.4109452
1681,0,1098.764744,248.4109452
1682,0,1098.764744,248.4109452
1683,0,1098.764744,248.4109452
1684,0,1098.764744,248.4109452
1685,0,1098.764744,248.4109452
1686,0,1098.764744,248.4109452
1687,0,1098.764744,248.4109452
1688,0,1098.764744,248.4109452
1689,0,1098.764744,248.4109452
1690,0,1098.764744,248.4109452
1691,0,1098.764744,248.4109452
1692,0,1098.764744,248.4109452
1693,0,1098.764744,248.4109452
1694,0,1098.764744,248.4109452
1695,0,1098.764744,248.4109452
1696,0,1098.764744,248.4109452
1697,0,1098.764744,248.4109452
1698,0,1098.764744,248.4109452
1699,0,1098.764744,248.4109452
1700,0,1098.764744,248.4109452
1701,0,1098.764744,248.4109452
1702,0,1098.764744,248.4109452
1703,0,1098.764744,248.4109452
1704,0,1098.764744,248.4109452
1705,0,1098.764744,248.4109452
1706,0,1098.764744,248.4109452
1707,0,1098.764744,248.4109452
1708,0,1098.764744,248.4109452
1709,0,1098.764744,248.4109452
1710,0,1098.764744,248.4109452
1711,0,1098.764744,248.4109452
1712,0,1098.764744,248.4109452
1713,0,1098.764744,248.4109452
1714,0,1098.764744,248.4109452
1715,0,1098.764744,248.4109452
1716,0,1098.764744,248.4109452
1717,0,1098.764744,248.4109452
1718,0,1098.764744,248.4109452
1719,0,1098.764744,248.4109452
1720,0,1098.764744,248.4109452
1721,0,1098.764744,248.4109452
1722,0,1098.764744,248.4109452
1723,0,1098.764744,248.4109452
1724,0,1098.764744,248.4109452
1725,0,1098.764744,248.4109452
1726,0,1098.764744,248.4109452
1727,0,1098.764744,248.4109452
1728,0,1098.764744,248.4109452
1729,0,1098.764744,248.4109452
1730,0,1098.764744,248.4109452
1731,0,1098.764744,248.4109452
1732,0,1098.764744,248.4109452
1733,0,1098.764744,248.4109452
1734,0,1098.764744,248.4109452
1735,0,1098.764744,248.4109452
1736,0,1098.764744,248.4109452
1737,0,1098.764744,248.4109452
1738,0,1098.764744,248.4109452
1739,0,1098.764744,248.4109452
1740,0,1098.764744,248.4109452
1741,0,1098.764744,248.4109452
1742,0,1098.764744,248.4109452
1743,0,1098.764744,248.4109452
1744,0,1098.764744,248.4109452
1745,0,1098.764744,248.4109452
1746,0,1098.764744,248.4109452
1747,0,1098.764744,248.4109452
1748,0,1098.764744,248.4109452
1749,0,1098.764744,248.4109452
1750,0,1098.764744,248.4109452
1751,0,1098.764744,248.4109452
1752,0,1098.764744,248.4109452
1753,0,1098.764744,248.4109452
1754,0,1098.764744,248.4109452
1755,0,1098.764744,248.4109452
1756,0,1098.764744,248.4109452
1757,0,1098.764744,248.4109452
1758,0,1098.764744,248.4109452
1759,0,1098.764744,248.4109452
1760,0,1098.764744,248.4109452
1761,0,1098.764744,248.4109452
1762,0,1098.764744,248.4109452
1763,0,1098.764744,248.4109452
1764,0,1098.764744,248.4109452
1765,0,1098.764744,248.4109452
1766,0,1098.764744,248.4109452
1767,0,1098.764744,248.4109452
1768,0,1098.764744,248.4109452
1769,0,1098.764744,248.4109452
1770,0,1098.764744,248.4109452
1771,0,1098.764744,248.4109452
1772,0,1098.764744,248.4109452
1773,0,1098.764744,248.4109452
1774,0,1098.764744,248.4109452
1775,0,1098.764744,248.4109452
1776,0,1098.764744,248.4109452
1777,0,1098.764744,248.4109452
1778,0,1098.764744,248.4109452
1779,0,1098.764744,248.4109452
1780,0,1098.764744,248.4109452
1781,0,1098.764744,248.4109452
1782,0,1098.764744,248.4109452
1783,0,1098.764744,248.4109452
1784,0,1098.764744,248.4109452
1785,0,1098.764744,248.4109452
1786,0,1098.764744,248.4109452
1787,0,1098.764744,248.4109452
1788,0,1098.764744,248.4109452
1789,0,1098.764744,248.4109452
1790,0,1098.764744,248.4109452
1791,0,1098.764744,248.4109452
1792,0,1098.764744,248.4109452
1793,0,1098.764744,248.4109452
1794,0,1098.764744,248.4109452
1795,0,1098.764744,248.4109452
1796,0,1098.764744,248.4109452
1797,0,1098.764744,248.4109452
1798,0,1098.764744,248.4109452
1799,0,1098.764744,248.4109452
1800,0,1098.764744,248.4109452
1801,0,1098.764744,248.4109452
1802,0,1098.764744,248.4109452
1803,0,1098.764744,248.4109452
1804,0,1098.764744,248.4109452
1805,0,1098.764744,248.4109452
1806,0,1098.764744,248.4109452
1807,0,1098.764744,248.4109452
1808,0,1098.764744,248.4109452
1809,0,1098.764744,248.4109452
1810,0,1098.764744,248.4109452
1811,0,1098.764744,248.4109452
1812,0,1098.764744,248.4109452
1813,0,1098.764744,248.4109452
1814,0,1098.764744,248.4109452
1815,0,1098.764744,248.4109452
1816,0,1098.764744,248.4109452
1817,0,1098.764744,248.4109452
1818,0,1098.764744,248.4109452
1819,0,1098.764744,248.4109452
1820,0,1098.764744,248.4109452
1821,0,1098.764744,248.4109452
1822,0,1098.764744,248.4109452
1823,0,1098.764744,248.4109452
1824,0,1098.764744,248.4109452
1825,0,1098.764744,248.4109452
1826,0,1098.764744,248.4109452
1827,0,1098.764744,248.4109452
1828,0,1098.764744,248.4109452
1829,0,1098.764744,248.4109452
1830,0,1098.764744,248.4109452
1831,0,1098.764744,248.4109452
1832,0,1098.764744,248.4109452
1833,0,1098.764744,248.4109452
1834,0,1098.764744,248.4109452
1835,0,1098.764744,248.4109452
1836,0,1098.764744,248.4109452
1837,0,1098.764744,248.4109452
1838,0,1098.764744,248.4109452
1839,0,1098.764744,248.4109452
1840,0,1098.764744,248.4109452
1841,0,1098.764744,248.4109452
1842,0,1098.764744,248.4109452
1843,0,1098.764744,248.4109452
1844,0,1098.764744,248.4109452
1845,0,1098.764744,248.4109452
1846,0,1098.764744,248.4109452
1847,0,1098.764744,248.4109452
1848,0,1098.764744,248.4109452
1849,0,1098.764744,248.4109452
1850,0,1098.764744,248.4109452
1851,0,1098.764744,248.4109452
1852,0,1098.764744,248.4109452
1853,0,1098.764744,248.4109452
1854,0,1098.764744,248.4109452
1855,0,1098.764744,248.4109452
1856,0,1098.764744,248.4109452
1857,0,1098.764744,248.4109452
1858,0,1098.764744,248.4109452
1859,0,1098.764744,248.4109452
1860,0,1098.764744,248.4109452
1861,0,1098.764744,248.4109452
1862,0,1098.764744,248.4109452
1863,0,1098.764744,248.4109452
1864,0,1098.764744,248.4109452
1865,0,1098.764744,248.4109452
1866,0,1098.764744,248.4109452
1867,0,1098.764744,248.4109452
1868,0,1098.764744,248.4109452
1869,0,1098.764744,248.4109452
1870,0,1098.764744,248.4109452
1871,0,1098.764744,248.4109452
1872,0,1098.764744,248.4109452
1873,0,1098.764744,248.4109452
1874,0,1098.764744,248.4109452
1875,0,1098.764744,248.4109452
1876,0,1098.764744,248.4109452
1877,0,1098.764744,248.4109452
1878,0,1098.764744,248.4109452
1879,0,1098.764744,248.4109452
1880,0,1098.764744,248.4109452
1881,0,1098.764744,248.4109452
1882,0,1098.764744,248.4109452
1883,0,1098.764744,248.4109452
1884,0,1098.764744,248.4109452
1885,0,1098.764744,248.4109452
1886,0,1098.764744,248.4109452
1887,0,1098.764744,248.4109452
1888,0,1098.764744,248.4109452
1889,0,1098.764744,248.4109452
1890,0,1098.764744,248.4109452
1891,0,1098.764744,248.4109452
1892,0,1098.764744,248.4109452
1893,0,1098.764744,248.4109452
1894,0,1098.764744,248.4109452
1895,0,1098.764744,248.4109452
1896,0,1098.764744,248.4109452
1897,0,1098.764744,248.4109452
1898,0,1098.764744,248.4109452
1899,0,1098.764744,248.4109452
1900,0,1098.764744,248.4109452
1901,0,1098.764744,248.4109452
1902,0,1098.764744,248.4109452
1903,0,1098.764744,248.4109452
1904,0,1098.764744,248.4109452
1905,0,1098.764744,248.4109452
1906,0,1098.764744,248.4109452
1907,0,1098.764744,248.4109452
1908,0,1098.764744,248.4109452
1909,0,1098.764744,248.4109452
1910,0,1098.764744,248.4109452
1911,0,1098.764744,248.4109452
1912,0,1098.764744,248.4109452
1913,0,1098.764744,248.4109452
1914,0,1098.764744,248.4109452
1915,0,1098.764744,248.4109452
1916,0,1098.764744,248.4109452
1917,0,1098.764744,248.4109452
1918,0,1098.764744,248.4109452
1919,0,1098.764744,248.4109452
1920,0,1098.764744,248.4109452
1921,0,1098.764744,248.4109452
1922,0,1098.764744,248.4109452
1923,0,1098.764744,248.4109452
1924,0,1098.764744,248.4109452
1925,0,1098.764744,248.4109452
1926,0,1098.764744,248.4109452
1927,0,1098.764744,248.4109452
1928,0,1098.764744,248.4109452
1929,0,1098.764744,248.4109452
1930,0,1098.764744,248.4109452
1931,0,1098.764744,248.4109452
1932,0,1098.764744,248.4109452
1933,0,1098.764744,248.4109452
1934,0,1098.764744,248.4109452
1935,0,1098.764744,248.4109452
1936,0,1098.764744,248.4109452
1937,0,1098.764744,248.4109452
1938,0,1098.764744,248.4109452
1939,0,1098.764744,248.4109452
1940,0,1098.764744,248.4109452
1941,0,1098.764744,248.4109452
1942,0,1098.764744,248.4109452
1943,0,1098.764744,248.4109452
1944,0,1098.764744,248.4109452
1945,0,1098.764744,248.4109452
1946,19.8058,1098.764744,248.4109452
1947,19.8058,1098.764744,248.4109452
1948,19.8058,1098.764744,248.4109452
1949,147.869,1098.764744,248.4109452
1950,312.2222,2319.942389,531.1279808
1951,474.3882,3522.933982,820.9784544
1952,588.8587,4328.294663,1127.566393
1953,687.3679,5037.479435,1361.956747
1954,932.18,6940.726706,1628.401692
1955,947.665,6886.365863,2040.667854
1956,1066.04,7798.040294,2206.252076
1957,1368.592,10118.83539,2626.161073
1958,1309.411,9731.837222,2428.534818
1959,1504.905,11207.18896,2771.120049
1960,1482.349,10961.42249,2922.410126
1961,1148.489,8464.674491,2343.974924
1962,1068.115,7692.643346,2578.592771
1963,1207.62,8585.349792,3172.727266
1964,1338.108,9504.399256,3554.084285
1965,1449.108,10238.46788,3983.753403
1966,1440.116,9911.485292,4529.207616
1967,1397.619,9447.739202,4768.894569
1968,1302.532,8842.046253,4381.437322
1969,1431.719,9685.774582,4901.623215
1970,1566.001,10430.78321,5711.039525
1971,1699.45,11073.63106,6716.335002
1972,1779.349,11128.50182,7996.229491
1973,1949.799,12389.86379,8371.720374
1974,2067.523,12692.67554,9786.612275
1975,2000.637,12888.10757,8249.302341
1976,2014.331,12736.26694,8795.590546
1977,2280.456,13271.82278,12250.40785
1978,2315.733,13164.56384,13231.79762
1979,2359.164,14153.99448,11927.49656
1980,2584.826,15701.44818,12709.47921
1981,2838.625,17516.73105,13088.7049
1982,3298.923,20957.58339,14209.90044
1983,3812.904,24601.84686,15578.67651
1984,4448.14,28457.15774,18794.33417
1985,6030.831,40691.89616,21619.28865
1986,7429.98,50077.76928,25494.93354
1987,8912.206,59368.50166,31637.45055
1988,10315.907,66576.53313,41582.4653
1989,11064.211,71032.43147,43810.1325
1990,11743.053,75658.43198,44362.38644
1991,12448.837,78162.22844,51388.2285
1992,14582.442,90569.34716,61095.64141
1993,17990.3561,107959.0561,73053.42826
1994,21464.5894,133155.1077,84680.36164
1995,25719.6536,159253.9801,98306.19341
1996,33542.541,183350.9954,142710.2987
1997,31834.66,181104.3011,136154.0603
1998,34564.275,193986.6399,152815.1016
1999,37069.035,210307.5524,170639.9383
2000,40908.2499,224874.2802,184984.5107
2001,42652.505,238022.1179,194766.8246
2002,45438.618,255052.8503,206358.7885
2003,47295.706,269331.5586,206420.0867
2004,50176.463,288540.2889,214333.9516
2005,53651.875,306779.6367,227577.5406
2006,56965.81,331142.6463,238518.8766
2007,60468.398,356882.1852,242385.4192
2008,63222.068,375225.5427,246362.3424
2009,66140.367,402101.3997,257970.3595
2010,69726.2975,426799.2102,268448.8233
2011,73100.24,448214.7273,286740.993
2012,77752.7,480358.6472,305717.7789
